"election"	"state"	"year"	"pollName"	"startDate"	"endDate"	"numberOfRespondents"	"democratic"	"republican"	"someoneElse"	"undecided"	"refuseToAnswer"	"populationType"	"Mode"	"electionDate"	"finalTwoPartyVSDemocratic"	"finalTwoPartyVSRepublican"
"Pres"	"MN"	2004	"Star-Tribune "	NA	"2004-03-31"	661	50	38	NA	NA	NA	"LV"	NA	"2004-11-02"	51.76291793	48.23708207
"Pres"	"MN"	2004	"Rasmussen "	NA	"2004-03-23"	600	47	44	NA	NA	NA	"LV"	NA	"2004-11-02"	51.76291793	48.23708207
"Pres"	"MO"	2004	"SurveyUSA"	NA	"2004-10-31"	793	47	52	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"Mason-Dixon "	NA	"2004-10-29"	724	44	49	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"SurveyUSA"	NA	"2004-10-25"	779	45	52	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"Research 2000 "	NA	"2004-10-24"	895	45	48	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"KC Star "	NA	"2004-10-22"	652	45	49	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"Rasmussen "	NA	"2004-10-20"	511	45	50	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"SurveyUSA"	NA	"2004-10-18"	769	45	51	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"Mason-Dixon "	NA	"2004-10-18"	724	44	49	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"Rasmussen "	NA	"2004-10-05"	511	45	51	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"SurveyUSA "	NA	"2004-10-04"	782	47	49	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"ARG "	NA	"2004-09-19"	699	44	50	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"Research 2000 "	NA	"2004-09-16"	896	42	49	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"Mason-Dixon "	NA	"2004-09-16"	724	41	48	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"SurveyUSA "	NA	"2004-09-09"	759	46	48	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"CNN/USAT/Gallup "	NA	"2004-09-06"	785	41	55	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"Zogby/WSJ** "	NA	"2004-09-03"	79	48.9	48.5	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"Rasmussen "	NA	"2004-09-03"	511	42	48	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"LA Times "	NA	"2004-08-24"	679	42	46	NA	NA	NA	"RV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"Zogby/WSJ** "	NA	"2004-08-21"	943	49.3	48.8	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"SurveyUSA "	NA	"2004-08-17"	742	47	48	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"Zogby/WSJ** "	NA	"2004-07-30"	1020	48.8	48.2	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"Research 2000 "	NA	"2004-07-22"	897	48	45	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"CNN/USAT/Gallup "	NA	"2004-07-22"	735	48	48	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"KC Star "	NA	"2004-07-20"	699	46	44	NA	NA	NA	"RV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"SurveyUSA "	NA	"2004-07-08"	852	46	48	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"LA Times "	NA	"2004-06-08"	665	37	48	NA	NA	NA	"RV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MO"	2004	"Rasmussen "	NA	"2004-03-23"	600	42	49	NA	NA	NA	"LV"	NA	"2004-11-02"	46.37826962	53.62173038
"Pres"	"MT"	2004	"Mason Dixon "	NA	"2004-10-20"	724	36	57	NA	NA	NA	"LV"	NA	"2004-11-02"	39.49605654	60.50394346
"Pres"	"MT"	2004	"MSU "	NA	"2004-10-10"	523	34	55	NA	NA	NA	"A"	NA	"2004-11-02"	39.49605654	60.50394346
"Pres"	"MT"	2004	"Mason Dixon "	NA	"2004-09-22"	724	36	54	NA	NA	NA	"LV"	NA	"2004-11-02"	39.49605654	60.50394346
"Pres"	"MT"	2004	"ARG "	NA	"2004-09-09"	699	32	60	NA	NA	NA	"LV"	NA	"2004-11-02"	39.49605654	60.50394346
"Pres"	"MT"	2004	"Mason Dixon "	NA	"2004-05-26"	724	33	53	NA	NA	NA	"RV"	NA	"2004-11-02"	39.49605654	60.50394346
"Pres"	"NC"	2004	"SurveyUSA "	NA	"2004-10-31"	719	45	53	NA	NA	NA	"LV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"NC"	2004	"Research 2000 "	NA	"2004-10-27"	699	45	51	NA	NA	NA	"LV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"NC"	2004	"Mason-Dixon "	NA	"2004-10-26"	724	43	52	NA	NA	NA	"LV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"NC"	2004	"SurveyUSA "	NA	"2004-10-24"	793	44	54	NA	NA	NA	"LV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"NC"	2004	"JLF/Tel Opn Res "	NA	"2004-10-20"	699	40	48	NA	NA	NA	"LV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"NC"	2004	"Mason-Dixon "	NA	"2004-10-19"	724	43	51	NA	NA	NA	"LV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"NC"	2004	"SurveyUSA "	NA	"2004-10-17"	726	47	50	NA	NA	NA	"LV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"NC"	2004	"SurveyUSA"	NA	"2004-10-04"	727	45	52	NA	NA	NA	"LV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"NC"	2004	"Rasmussen 9/23-9/29 "	NA	"2004-09-29"	600	42	54	NA	NA	NA	"LV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"NC"	2004	"Mason-Dixon 9/26-28"	NA	"2004-09-28"	724	43	52	NA	NA	NA	"LV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"NC"	2004	"Research 2000 "	NA	"2004-09-22"	699	44	50	NA	NA	NA	"LV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"NC"	2004	"ARG "	NA	"2004-09-16"	699	44	49	NA	NA	NA	"LV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"NC"	2004	"Rasmussen "	NA	"2004-09-10"	550	42	55	NA	NA	NA	"LV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"NC"	2004	"SurveyUSA "	NA	"2004-09-08"	686	46	50	NA	NA	NA	"LV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"NC"	2004	"SUSA "	NA	"2004-08-15"	691	45	51	NA	NA	NA	"LV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"NC"	2004	"Research 2000 "	NA	"2004-08-11"	699	45	48	NA	NA	NA	"LV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"NC"	2004	"SUSA "	NA	"2004-07-26"	988	44	51	NA	NA	NA	"LV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"NC"	2004	"FMM&A** "	NA	"2004-07-22"	699	44	48	NA	NA	NA	"LV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"NC"	2004	"Research 2000 "	NA	"2004-07-14"	699	44	49	NA	NA	NA	"LV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"NC"	2004	"CNN/USAT/Gallup "	NA	"2004-07-11"	779	39	54	NA	NA	NA	"LV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"NC"	2004	"Research 2000 "	NA	"2004-06-16"	699	42	47	NA	NA	NA	"LV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"NC"	2004	"BP&B (D)"	NA	"2004-04-01"	600	44	51	NA	NA	NA	"LV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"NC"	2004	"Rasmussen "	NA	"2004-03-13"	511	43	51	NA	NA	NA	"LV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"NC"	2004	"SUSA "	NA	"2004-02-25"	753	42	53	NA	NA	NA	"RV"	NA	"2004-11-02"	43.75502008	56.24497992
"Pres"	"ND"	2004	"MSU/WDAY "	NA	"2004-10-18"	722	35	55	NA	NA	NA	"LV"	NA	"2004-11-02"	36.09190728	63.90809272
"Pres"	"ND"	2004	"ARG "	NA	"2004-09-12"	699	33	62	NA	NA	NA	"LV"	NA	"2004-11-02"	36.09190728	63.90809272
"Pres"	"NE"	2004	"RKM "	NA	"2004-10-20"	34	32	61	NA	NA	NA	"LV"	NA	"2004-11-02"	33.15074052	66.84925948
"Pres"	"NE"	2004	"ARG "	NA	"2004-09-12"	699	30	61	NA	NA	NA	"LV"	NA	"2004-11-02"	33.15074052	66.84925948
"Pres"	"NH"	2004	"ARG "	NA	"2004-11-01"	699	48	49	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"UNH Tracking "	NA	"2004-10-31"	813	50	49	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"Mason-Dixon "	NA	"2004-10-29"	724	47	46	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"Research 2000 "	NA	"2004-10-28"	699	49	46	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"Franklin-Pierce "	NA	"2004-10-21"	558	50	41	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"Mason-Dixon "	NA	"2004-10-18"	724	45	48	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"ARG "	NA	"2004-10-18"	699	46	47	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"Rasmussen "	NA	"2004-10-18"	600	49	47	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"Suffolk Univ "	NA	"2004-10-17"	511	46	41	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"Research 2000 "	NA	"2004-10-14"	699	49	45	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"ARG "	NA	"2004-10-05"	699	47	47	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"Franklin-Pierce "	NA	"2004-10-04"	716	49	42	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"UNH Granite Poll "	NA	"2004-10-03"	637	45	50	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"Research 2000 "	NA	"2004-09-23"	699	46	46	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"ARG "	NA	"2004-09-17"	699	45	47	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"Mason-Dixon "	NA	"2004-09-15"	723	40	49	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"Rasmussen "	NA	"2004-09-15"	600	51	45	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"Zogby/WSJ** "	NA	"2004-09-03"	652	49.5	44.8	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"Zogby/WSJ** "	NA	"2004-08-21"	612	50.5	43.3	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"ARG "	NA	"2004-08-05"	699	49	42	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"Zogby/WSJ** "	NA	"2004-07-30"	651	50.7	41.8	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"ARG "	NA	"2004-07-21"	699	47	45	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"WMUR/UNH "	NA	"2004-07-21"	569	47	43	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"Becker Institue "	NA	"2004-06-20"	512	44	45	NA	NA	NA	"RV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"ARG "	NA	"2004-06-09"	699	46	46	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"Granite St. "	NA	"2004-04-26"	592	49	45	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"Rasmussen "	NA	"2004-04-21"	600	47	45	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"ARG "	NA	"2004-04-01"	699	43	48	NA	NA	NA	"LV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"ARG "	NA	"2004-03-18"	568	39	45	NA	NA	NA	"RV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NH"	2004	"Granite St. "	NA	"2004-02-12"	611	53	38	NA	NA	NA	"RV"	NA	"2004-11-02"	50.69115125	49.30884875
"Pres"	"NJ"	2004	"Quinnipiac "	NA	"2004-10-31"	1047	48	43	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Strategic Vision (R) "	NA	"2004-10-31"	896	42	42	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Rasmussen "	NA	"2004-10-30"	511	53	41	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"SurveyUSA "	NA	"2004-10-29"	889	54	42	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Star-Ledger "	NA	"2004-10-29"	837	45	41	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"FDU Public Mind "	NA	"2004-10-28"	648	47	40	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Quinnipiac "	NA	"2004-10-25"	943	46	46	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"FDU Public Mind "	NA	"2004-10-21"	603	49	41	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Strategic Vision (R) "	NA	"2004-10-18"	896	44	43	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"SurveyUSA "	NA	"2004-10-18"	802	51	43	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Quinnipiac "	NA	"2004-10-17"	882	49	45	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Star-Ledger "	NA	"2004-10-17"	762	51	38	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"FDU Public Mind "	NA	"2004-10-14"	608	46	46	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Strategic Vision (R) "	NA	"2004-10-11"	896	46	41	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"FD Public Mind "	NA	"2004-10-11"	600	48	43	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Rasmussen "	NA	"2004-10-10"	511	53	44	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Star-Ledger "	NA	"2004-10-06"	670	47	41	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"FD Public Mind "	NA	"2004-10-06"	600	49	41	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Quinnipiac "	NA	"2004-10-04"	914	49	46	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"SUSA "	NA	"2004-10-03"	795	50	45	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Research 2000 "	NA	"2004-10-01"	602	50	42	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"FD Public Mind "	NA	"2004-09-28"	590	45	44	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Strategic Vision*"	NA	"2004-09-26"	896	44	44	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Rasmussen "	NA	"2004-09-25"	511	49	46	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Quinnipiac "	NA	"2004-09-19"	771	48	48	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"ARG "	NA	"2004-09-16"	699	50	42	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"SUSA "	NA	"2004-09-14"	831	45	49	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Strategic Vision*"	NA	"2004-09-13"	896	46	43	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Star Ledger "	NA	"2004-09-07"	835	43	39	NA	NA	NA	"RV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Rasmussen "	NA	"2004-09-03"	511	50	46	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Quinnipiac "	NA	"2004-08-23"	971	49	39	NA	NA	NA	"RV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Research 2000 "	NA	"2004-08-19"	699	52	41	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Strategic Vision*"	NA	"2004-08-09"	896	49	40	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Quinnipiac "	NA	"2004-08-02"	1058	49	36	NA	NA	NA	"RV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Star Ledger "	NA	"2004-07-30"	723	52	32	NA	NA	NA	"RV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"FD Public Mind "	NA	"2004-07-26"	929	45	43	NA	NA	NA	"RV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Quinnipiac "	NA	"2004-06-20"	11	46	40	NA	NA	NA	"RV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Quinnipiac "	NA	"2004-05-16"	8	46	43	NA	NA	NA	"RV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Star Ledger "	NA	"2004-05-04"	742	43	37	NA	NA	NA	"RV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"Rasmussen "	NA	"2004-04-20"	600	51	39	NA	NA	NA	"LV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NJ"	2004	"FD PublicMind "	NA	"2004-04-10"	897	44	48	NA	NA	NA	"RV"	NA	"2004-11-02"	53.36829367	46.63170633
"Pres"	"NM"	2004	"Zogby "	NA	"2004-11-01"	700	51	48	NA	NA	NA	"LV"	NA	"2004-11-02"	49.60056629	50.39943371
"Pres"	"NM"	2004	"ARG "	NA	"2004-10-30"	699	48	47	NA	NA	NA	"LV"	NA	"2004-11-02"	49.60056629	50.39943371
"Pres"	"NM"	2004	"Mason-Dixon "	NA	"2004-10-29"	724	45	49	NA	NA	NA	"LV"	NA	"2004-11-02"	49.60056629	50.39943371
"Pres"	"NM"	2004	"Rasmussen "	NA	"2004-10-26"	600	44	48	NA	NA	NA	"LV"	NA	"2004-11-02"	49.60056629	50.39943371
"Pres"	"NM"	2004	"Mason-Dixon "	NA	"2004-10-18"	724	44	49	NA	NA	NA	"LV"	NA	"2004-11-02"	49.60056629	50.39943371
"Pres"	"NM"	2004	"ARG "	NA	"2004-10-18"	699	48	46	NA	NA	NA	"LV"	NA	"2004-11-02"	49.60056629	50.39943371
"Pres"	"NM"	2004	"Gallup/CNN/USAT "	NA	"2004-10-06"	772	47	50	NA	NA	NA	"LV"	NA	"2004-11-02"	49.60056629	50.39943371
"Pres"	"NM"	2004	"Hart Research (D) "	NA	"2004-10-04"	897	49	45	NA	NA	NA	"RV"	NA	"2004-11-02"	49.60056629	50.39943371
"Pres"	"NM"	2004	"Albq Jrnl "	NA	"2004-10-04"	959	46	43	NA	NA	NA	"LV"	NA	"2004-11-02"	49.60056629	50.39943371
"Pres"	"NM"	2004	"Mason-Dixon "	NA	"2004-09-16"	724	43	47	NA	NA	NA	"LV"	NA	"2004-11-02"	49.60056629	50.39943371
"Pres"	"NM"	2004	"ARG "	NA	"2004-09-16"	699	49	44	NA	NA	NA	"LV"	NA	"2004-11-02"	49.60056629	50.39943371
"Pres"	"NM"	2004	"Zogby/WSJ** "	NA	"2004-09-03"	645	53.6	43.9	NA	NA	NA	"LV"	NA	"2004-11-02"	49.60056629	50.39943371
"Pres"	"NM"	2004	"Albuquerque Jrnl "	NA	"2004-09-01"	990	42	45	NA	NA	NA	"LV"	NA	"2004-11-02"	49.60056629	50.39943371
"Pres"	"NM"	2004	"Zogby/WSJ** "	NA	"2004-08-21"	607	49.7	44.1	NA	NA	NA	"LV"	NA	"2004-11-02"	49.60056629	50.39943371
"Pres"	"NM"	2004	"ARG "	NA	"2004-08-19"	699	49	42	NA	NA	NA	"LV"	NA	"2004-11-02"	49.60056629	50.39943371
"Pres"	"NM"	2004	"Rasmussen "	NA	"2004-08-15"	600	46	46	NA	NA	NA	"LV"	NA	"2004-11-02"	49.60056629	50.39943371
"Pres"	"NM"	2004	"Zogby/WSJ** "	NA	"2004-07-30"	595	49.1	47.6	NA	NA	NA	"LV"	NA	"2004-11-02"	49.60056629	50.39943371
"Pres"	"NM"	2004	"ARG "	NA	"2004-07-08"	699	49	42	NA	NA	NA	"LV"	NA	"2004-11-02"	49.60056629	50.39943371
"Pres"	"NM"	2004	"ARG "	NA	"2004-04-01"	699	45	46	NA	NA	NA	"LV"	NA	"2004-11-02"	49.60056629	50.39943371
"Pres"	"NV"	2004	"SurveyUSA "	NA	"2004-11-01"	735	45	53	NA	NA	NA	"LV"	NA	"2004-11-02"	48.68327402	51.31672598
"Pres"	"NV"	2004	"Zogby "	NA	"2004-11-01"	700	45	50	NA	NA	NA	"LV"	NA	"2004-11-02"	48.68327402	51.31672598
"Pres"	"NV"	2004	"Mason-Dixon "	NA	"2004-10-29"	724	44	50	NA	NA	NA	"LV"	NA	"2004-11-02"	48.68327402	51.31672598
"Pres"	"NV"	2004	"SurveyUSA "	NA	"2004-10-29"	634	49	49	NA	NA	NA	"LV"	NA	"2004-11-02"	48.68327402	51.31672598
"Pres"	"NV"	2004	"Rasmussen "	NA	"2004-10-23"	600	47	49	NA	NA	NA	"LV"	NA	"2004-11-02"	48.68327402	51.31672598
"Pres"	"NV"	2004	"Research 2000 "	NA	"2004-10-21"	699	47	49	NA	NA	NA	"LV"	NA	"2004-11-02"	48.68327402	51.31672598
"Pres"	"NV"	2004	"Las Vegas Sun "	NA	"2004-10-19"	699	41	45	NA	NA	NA	"LV"	NA	"2004-11-02"	48.68327402	51.31672598
"Pres"	"NV"	2004	"Mason-Dixon "	NA	"2004-10-18"	724	42	52	NA	NA	NA	"LV"	NA	"2004-11-02"	48.68327402	51.31672598
"Pres"	"NV"	2004	"SurveyUSA "	NA	"2004-10-18"	684	45	52	NA	NA	NA	"LV"	NA	"2004-11-02"	48.68327402	51.31672598
"Pres"	"NV"	2004	"SurveyUSA "	NA	"2004-10-03"	724	46	50	NA	NA	NA	"LV"	NA	"2004-11-02"	48.68327402	51.31672598
"Pres"	"NV"	2004	"BR&S/LV Sun "	NA	"2004-09-28"	699	44	48	NA	NA	NA	"LV"	NA	"2004-11-02"	48.68327402	51.31672598
"Pres"	"NV"	2004	"Rasmussen "	NA	"2004-09-23"	600	45	47	NA	NA	NA	"LV"	NA	"2004-11-02"	48.68327402	51.31672598
"Pres"	"NV"	2004	"Gallup "	NA	"2004-09-21"	633	43	52	NA	NA	NA	"LV"	NA	"2004-11-02"	48.68327402	51.31672598
"Pres"	"NV"	2004	"Mason-Dixon "	NA	"2004-09-14"	724	45	50	NA	NA	NA	"LV"	NA	"2004-11-02"	48.68327402	51.31672598
"Pres"	"NV"	2004	"ARG "	NA	"2004-09-14"	699	45	47	NA	NA	NA	"LV"	NA	"2004-11-02"	48.68327402	51.31672598
"Pres"	"NV"	2004	"SurveyUSA "	NA	"2004-09-13"	625	47	51	NA	NA	NA	"LV"	NA	"2004-11-02"	48.68327402	51.31672598
"Pres"	"NV"	2004	"Zogby/WSJ** "	NA	"2004-09-03"	663	47.4	46.8	NA	NA	NA	"LV"	NA	"2004-11-02"	48.68327402	51.31672598
"Pres"	"NV"	2004	"Zogby/WSJ** "	NA	"2004-08-21"	601	47.7	46	NA	NA	NA	"LV"	NA	"2004-11-02"	48.68327402	51.31672598
"Pres"	"NV"	2004	"Research 2000"	NA	"2004-08-17"	699	42	44	NA	NA	NA	"LV"	NA	"2004-11-02"	48.68327402	51.31672598
"Pres"	"NV"	2004	"SurveyUSA "	NA	"2004-08-16"	620	46	49	NA	NA	NA	"LV"	NA	"2004-11-02"	48.68327402	51.31672598
